"";"GENOTYPE";"REPLICATE";"BLOCK";"SENESCENCE";"DATE";"ID"
"668";"AMBITION";1;1;0;6;20
"669";"CORVUS";1;1;0;6;69
"670";"HEREWARD";1;1;0;6;108
"671";"LEAR";1;1;0;6;134
"672";"OAKLEY";1;1;0;6;148
"673";"ALCHEMY";1;1;0;6;9
"674";"AMUNDSEN";1;1;0;6;21
"675";"CLAIRE";1;1;0;6;66
"676";"ESKET";1;1;0;6;78
"677";"GALVANO";1;2;0;6;99
"678";"GARANTUS";1;1;0;6;100
"679";"HAUSSMANN";1;1;0;6;106
"680";"ISTABRAQ";1;1;0;6;122
"681";"JB_DIEGO";1;1;0;6;124
"682";"LIMES";1;1;0;6;135
"683";"MANAGER";1;1;0;6;137
"684";"OXEBO";1;1;0;6;154
"685";"PAJERO";1;2;0;6;155
"686";"SY_TOLBIAC";1;2;0;6;209
"687";"PIERROT";1;1;0;6;163
"688";"PR22R20";1;1;0;6;166
"689";"RAZZANO";1;1;0;6;173
"690";"ROBIGUS";1;1;0;6;177
"691";"ROSARIO";1;1;0;6;179
"692";"SAMURAI";1;1;0;6;184
"693";"FAIRPLAY";1;1;0;6;86
"694";"SELEKT";1;1;0;6;189
"695";"SEYRAC";1;1;0;6;190
"696";"SOPHYTRA";1;1;0;6;200
"697";"TIMING";1;1;0;6;211
"698";"VISCOUNT";1;1;0;6;218
"699";"WARRIOR";1;1;0;6;219
"700";"XI19";1;1;0;6;220
"701";"ALCAZAR";1;2;0;6;8
"702";"ANTONIUS";1;2;0;6;23
"703";"RONSARD";1;3;0;6;178
"704";"EPHOROS";1;1;0;6;76
"705";"EXPERT";1;2;0;6;84
"706";"FLAUBERT";1;2;0;6;90
"707";"GALLANT";1;3;0;6;96
"708";"GLADIATOR";1;2;0;6;102
"709";"GLASGOW";1;2;0;6;103
"710";"IRIDIUM";1;3;0;6;120
"711";"KALAHARI";1;2;0;6;125
"712";"KALYSTAR";1;2;0;6;127
"713";"KOMETUS";1;1;0;6;129
"714";"KORELI";1;2;0;6;130
"715";"MARKSMAN";1;2;0;6;139
"716";"PARADOR";1;1;0;6;159
"717";"PEPIDOR";1;2;0;6;160
"718";"PERFECTOR";1;2;0;6;161
"719";"PIRENEO";1;2;0;6;164
"720";"BERGAMO";1;2;0;6;45
"721";"RACINE";1;1;0;6;172
"722";"SANKARA";1;3;0;6;185
"723";"SCOR";1;2;0;6;187
"724";"SOGOOD";1;2;0;6;193
"725";"SPONSOR";1;2;0;6;202
"726";"SY_EPSON";1;1;0;6;206
"727";"TRAPEZ";1;2;0;6;213
"728";"ALIZEO";1;2;0;6;13
"729";"ALLEZ_Y";1;3;0;6;14
"730";"ARISTOTE";1;3;0;6;28
"731";"ATTITUDE";1;2;0;6;34
"732";"ATTLASS";1;3;0;6;35
"733";"AZZERTI";1;2;0;6;40
"734";"BAROK";1;4;0;6;42
"735";"BOISSEAU";1;3;0;6;49
"736";"BOREGAR";1;3;0;6;52
"737";"CAMP_REMY";1;2;0;6;54
"738";"CH_NARA";1;3;0;6;63
"739";"CHARGER";1;2;0;6;64
"740";"CHEVALIER";1;2;0;6;65
"741";"CORDIALE";1;3;0;6;68
"742";"CROUSTY";1;3;0;6;72
"743";"DIALOG";1;3;0;6;73
"744";"DINOSOR";1;3;0;6;74
"745";"FOLKLOR";1;3;0;6;92
"746";"INSTINCT";1;4;0;6;118
"747";"INTERET";1;2;0;6;119
"748";"MARCELIN";1;3;0;6;138
"749";"NIRVANA";1;3;0;6;145
"750";"ORCAS";1;2;0;6;151
"751";"PAPAGENO";1;2;0;6;158
"752";"PHARE";1;2;0;6;162
"753";"PLAYER";1;3;0;6;165
"754";"RENAN";1;3;0;6;175
"755";"SEBASTO";1;3;0;6;188
"756";"SOLUTION";1;2;0;6;199
"757";"TAPIDOR";1;3;0;6;210
"758";"TOISONDOR";1;2;0;6;212
"759";"ODYSSEE";1;3;0;6;149
"760";"ALDRIC";1;4;0;6;10
"761";"ALIXAN";1;5;0;6;12
"762";"AMBELLO";1;4;0;6;19
"763";"BAGOU";1;4;0;6;41
"764";"BIANCOR";1;4;0;6;47
"765";"CAMPERO";1;3;0;6;55
"766";"CAPHORN";1;3;0;6;56
"767";"CATALAN";1;5;0;6;57
"768";"COMPIL";1;4;0;6;67
"769";"FLUOR";1;3;0;6;91
"770";"FORBLANC";1;4;0;6;93
"771";"FRELON";1;3;0;6;94
"772";"GALACTIC";1;4;0;6;95
"773";"HEKTO";1;4;0;6;107
"774";"KARILLON";1;2;0;6;128
"775";"LORD";1;3;0;6;136
"776";"LAURIER";1;3;0;6;133
"777";"MERCATO";1;4;0;6;140
"778";"NUCLEO";1;4;0;6;147
"779";"ORATORIO";1;4;0;6;150
"780";"ORVANTIS";1;3;0;6;153
"781";"PAKITO";1;3;0;6;156
"782";"PREVERT";1;3;0;6;169
"783";"BLINI";1;4;30;6;48
"784";"RUSTIC";1;4;0;6;182
"785";"MOSKITO";1;4;0;6;143
"786";"SOKAL";1;3;0;6;195
"787";"SORRIAL";1;3;0;6;201
"788";"SWEET";1;3;0;6;203
"789";"SWINGGY";1;4;0;6;204
"790";"SY_MATTIS";1;4;0;6;207
"791";"FIGARO";1;3;0;6;88
"792";"ACOUSTIC";1;5;0;6;4
"793";"ADAGIO";1;5;0;6;5
"794";"AEROBIC";1;5;0;6;7
"795";"ALIGATOR";1;4;0;6;11
"796";"ALTAMIRA";1;6;0;6;15
"797";"AMADOR";1;4;0;6;18
"798";"APRILIO";1;5;0;6;25
"799";"ARAMIS";1;5;0;6;26
"800";"AREZZO";1;5;0;6;27
"801";"ARKEOS";1;4;0;6;29
"802";"ARLEQUIN";1;4;0;6;30
"803";"ATHLON";1;5;0;6;33
"804";"AUBUSSON";1;5;0;6;36
"805";"BASTIDE";1;4;0;6;44
"806";"BUENNO";1;5;0;6;53
"807";"SY_MOISSON";1;4;0;6;208
"808";"CELESTIN";1;5;0;6;59
"809";"CROISADE";1;5;0;6;71
"810";"EPIDOC";1;5;0;6;77
"811";"EUCLIDE";1;4;0;6;80
"812";"EXELCIOR";1;5;0;6;82
"813";"FARINELLI";1;5;0;6;87
"814";"OREGRAIN";1;5;0;6;152
"815";"CELLULE";1;4;10;6;60
"816";"FLAMENKO";1;4;0;6;89
"817";"GALPINO";1;4;0;6;98
"818";"GONCOURT";1;5;0;6;104
"819";"GRAINDOR";1;5;0;6;105
"820";"HISSEO";1;5;0;6;109
"821";"ILLICO";1;4;0;6;116
"822";"INNOV";1;5;0;6;117
"823";"ISENGRAIN";1;4;0;6;121
"824";"KALANGO";1;6;10;6;126
"825";"LASER";1;4;20;6;132
"826";"MH_09.17";1;3;0;6;141
"827";"MUSIK";1;4;0;6;144
"828";"ASCOTT";1;4;0;6;32
"829";"PALEDOR";1;4;0;6;157
"830";"RUBISKO";1;4;0;6;181
"831";"SAINT_EX";1;5;0;6;183
"832";"SCENARIO";1;5;0;6;186
"833";"SOISSONS";1;5;0;6;194
"834";"SOLEHIO";1;6;0;6;197
"835";"SY_ALTEO";1;5;0;6;205
"836";"TREMIE";1;5;0;6;214
"837";"TULIP";1;5;0;6;215
"838";"USKI";1;5;0;6;216
"839";"VALODOR";1;5;0;6;217
"840";"ACCOR";1;6;0;6;1
"841";"ACCROC";1;6;0;6;2
"842";"ACIENDA";1;5;0;6;3
"843";"ADHOC";1;6;0;6;6
"844";"ALTRIA";1;6;0;6;17
"845";"ANDALOU";1;6;0;6;22
"846";"AUTAN";1;5;10;6;37
"847";"AZIMUT";1;6;0;6;39
"848";"BOLOGNA";1;6;0;6;51
"849";"CCB_INGENIO";1;6;0;6;58
"850";"CEZANNE";1;5;0;6;62
"851";"COURTOT";1;5;20;6;70
"852";"EUREKA";1;6;20;6;81
"853";"EXOTIC";1;6;0;6;83
"854";"GALOPAIN";1;6;0;6;97
"855";"GARCIA";1;6;0;6;101
"856";"JAGUAR";1;6;0;6;123
"857";"MIROIR";1;6;10;6;142
"858";"ARTDECO";1;6;0;6;31
"859";"PR22R58";1;6;0;6;167
"860";"PRIMO";1;6;0;6;170
"861";"QUALITY";1;6;20;6;171
"862";"RIMBAUD";1;6;0;6;176
"863";"ROYSSAC";1;5;0;6;180
"864";"SIRTAKI";1;5;0;6;191
"865";"SOBBEL";1;6;0;6;192
"866";"SOLEDAD";1;6;0;6;196
"867";"SOLLARIO";1;5;0;6;198
"868";"BOKARO";1;6;0;6;50
"869";"ESPERIA";1;6;20;6;79
"870";"BASMATI";1;4;0;6;43
"871";"NOGAL";1;6;10;6;146
"872";"RECITAL";1;6;0;6;174
"873";"FADELA";1;6;40;6;85
"874";"ICARDA_1";1;6;70;6;110
"875";"ICARDA_2";1;6;0;6;111
"876";"ICARDA_3";1;6;0;6;112
"877";"ICARDA_4";1;6;0;6;113
"878";"ICARDA_5";1;6;40;6;114
"879";"ICARDA_6";1;6;10;6;115
"880";"AVENUE";1;6;0;6;38
"881";"APACHE";1;1;0;8;24
"882";"ALTIGO";1;1;0;8;16
"883";"BERMUDE";1;1;0;8;46
"884";"PREMIO";1;1;0;8;168
"885";"EINSTEIN";1;2;0;8;75
"886";"CENTENAIRE";1;1;0;8;61
"887";"KWS_PODIUM";1;2;0;8;131
"888";"AMBITION";1;1;0;8;20
"889";"CORVUS";1;1;0;8;69
"890";"HEREWARD";1;1;0;8;108
"891";"LEAR";1;1;0;8;134
"892";"OAKLEY";1;1;0;8;148
"893";"ALCHEMY";1;1;0;8;9
"894";"AMUNDSEN";1;1;0;8;21
"895";"CLAIRE";1;1;0;8;66
"896";"ESKET";1;1;0;8;78
"897";"GALVANO";1;2;0;8;99
"898";"GARANTUS";1;1;0;8;100
"899";"HAUSSMANN";1;1;0;8;106
"900";"ISTABRAQ";1;1;0;8;122
"901";"JB_DIEGO";1;1;0;8;124
"902";"LIMES";1;1;0;8;135
"903";"MANAGER";1;1;0;8;137
"904";"OXEBO";1;1;0;8;154
"905";"PAJERO";1;2;0;8;155
"906";"SY_TOLBIAC";1;2;0;8;209
"907";"PIERROT";1;1;0;8;163
"908";"PR22R20";1;1;0;8;166
"909";"RAZZANO";1;1;0;8;173
"910";"ROBIGUS";1;1;0;8;177
"911";"ROSARIO";1;1;0;8;179
"912";"SAMURAI";1;1;0;8;184
"913";"FAIRPLAY";1;1;0;8;86
"914";"SELEKT";1;1;0;8;189
"915";"SEYRAC";1;1;0;8;190
"916";"SOPHYTRA";1;1;0;8;200
"917";"TIMING";1;1;0;8;211
"918";"VISCOUNT";1;1;0;8;218
"919";"WARRIOR";1;1;0;8;219
"920";"XI19";1;1;0;8;220
"921";"ALCAZAR";1;2;0;8;8
"922";"ANTONIUS";1;2;10;8;23
"923";"RONSARD";1;3;0;8;178
"924";"EPHOROS";1;1;0;8;76
"925";"EXPERT";1;2;0;8;84
"926";"FLAUBERT";1;2;0;8;90
"927";"GALLANT";1;3;0;8;96
"928";"GLADIATOR";1;2;0;8;102
"929";"GLASGOW";1;2;0;8;103
"930";"IRIDIUM";1;3;0;8;120
"931";"KALAHARI";1;2;0;8;125
"932";"KALYSTAR";1;2;0;8;127
"933";"KOMETUS";1;1;0;8;129
"934";"KORELI";1;2;0;8;130
"935";"MARKSMAN";1;2;0;8;139
"936";"PARADOR";1;1;0;8;159
"937";"PEPIDOR";1;2;0;8;160
"938";"PERFECTOR";1;2;0;8;161
"939";"PIRENEO";1;2;10;8;164
"940";"BERGAMO";1;2;0;8;45
"941";"RACINE";1;1;0;8;172
"942";"SANKARA";1;3;0;8;185
"943";"SCOR";1;2;0;8;187
"944";"SOGOOD";1;2;0;8;193
"945";"SPONSOR";1;2;0;8;202
"946";"SY_EPSON";1;1;0;8;206
"947";"TRAPEZ";1;2;0;8;213
"948";"ALIZEO";1;2;0;8;13
"949";"ALLEZ_Y";1;3;10;8;14
"950";"ARISTOTE";1;3;0;8;28
"951";"ATTITUDE";1;2;10;8;34
"952";"ATTLASS";1;3;0;8;35
"953";"AZZERTI";1;2;10;8;40
"954";"BAROK";1;4;0;8;42
"955";"BOISSEAU";1;3;0;8;49
"956";"BOREGAR";1;3;0;8;52
"957";"CAMP_REMY";1;2;0;8;54
"958";"CH_NARA";1;3;10;8;63
"959";"CHARGER";1;2;0;8;64
"960";"CHEVALIER";1;2;0;8;65
"961";"CORDIALE";1;3;0;8;68
"962";"CROUSTY";1;3;0;8;72
"963";"DIALOG";1;3;0;8;73
"964";"DINOSOR";1;3;0;8;74
"965";"FOLKLOR";1;3;0;8;92
"966";"INSTINCT";1;4;0;8;118
"967";"INTERET";1;2;0;8;119
"968";"MARCELIN";1;3;0;8;138
"969";"NIRVANA";1;3;0;8;145
"970";"ORCAS";1;2;0;8;151
"971";"PAPAGENO";1;2;0;8;158
"972";"PHARE";1;2;10;8;162
"973";"PLAYER";1;3;0;8;165
"974";"RENAN";1;3;10;8;175
"975";"SEBASTO";1;3;0;8;188
"976";"SOLUTION";1;2;10;8;199
"977";"TAPIDOR";1;3;0;8;210
"978";"TOISONDOR";1;2;0;8;212
"979";"ODYSSEE";1;3;0;8;149
"980";"ALDRIC";1;4;10;8;10
"981";"ALIXAN";1;5;0;8;12
"982";"AMBELLO";1;4;0;8;19
"983";"BAGOU";1;4;0;8;41
"984";"BIANCOR";1;4;0;8;47
"985";"CAMPERO";1;3;0;8;55
"986";"CAPHORN";1;3;0;8;56
"987";"CATALAN";1;5;0;8;57
"988";"COMPIL";1;4;0;8;67
"989";"FLUOR";1;3;0;8;91
"990";"FORBLANC";1;4;0;8;93
"991";"FRELON";1;3;0;8;94
"992";"GALACTIC";1;4;0;8;95
"993";"HEKTO";1;4;0;8;107
"994";"KARILLON";1;2;0;8;128
"995";"LORD";1;3;0;8;136
"996";"LAURIER";1;3;0;8;133
"997";"MERCATO";1;4;10;8;140
"998";"NUCLEO";1;4;0;8;147
"999";"ORATORIO";1;4;10;8;150
"1000";"ORVANTIS";1;3;0;8;153
"1001";"PAKITO";1;3;10;8;156
"1002";"PREVERT";1;3;0;8;169
"1003";"BLINI";1;4;40;8;48
"1004";"RUSTIC";1;4;0;8;182
"1005";"MOSKITO";1;4;10;8;143
"1006";"SOKAL";1;3;0;8;195
"1007";"SORRIAL";1;3;0;8;201
"1008";"SWEET";1;3;0;8;203
"1009";"SWINGGY";1;4;0;8;204
"1010";"SY_MATTIS";1;4;0;8;207
"1011";"FIGARO";1;3;0;8;88
"1012";"ACOUSTIC";1;5;0;8;4
"1013";"ADAGIO";1;5;0;8;5
"1014";"AEROBIC";1;5;0;8;7
"1015";"ALIGATOR";1;4;0;8;11
"1016";"ALTAMIRA";1;6;10;8;15
"1017";"AMADOR";1;4;0;8;18
"1018";"APRILIO";1;5;0;8;25
"1019";"ARAMIS";1;5;0;8;26
"1020";"AREZZO";1;5;0;8;27
"1021";"ARKEOS";1;4;0;8;29
"1022";"ARLEQUIN";1;4;0;8;30
"1023";"ATHLON";1;5;0;8;33
"1024";"AUBUSSON";1;5;0;8;36
"1025";"BASTIDE";1;4;0;8;44
"1026";"BUENNO";1;5;0;8;53
"1027";"SY_MOISSON";1;4;0;8;208
"1028";"CELESTIN";1;5;0;8;59
"1029";"CROISADE";1;5;0;8;71
"1030";"EPIDOC";1;5;0;8;77
"1031";"EUCLIDE";1;4;0;8;80
"1032";"EXELCIOR";1;5;0;8;82
"1033";"FARINELLI";1;5;0;8;87
"1034";"OREGRAIN";1;5;10;8;152
"1035";"CELLULE";1;4;10;8;60
"1036";"FLAMENKO";1;4;10;8;89
"1037";"GALPINO";1;4;0;8;98
"1038";"GONCOURT";1;5;0;8;104
"1039";"GRAINDOR";1;5;0;8;105
"1040";"HISSEO";1;5;0;8;109
"1041";"ILLICO";1;4;10;8;116
"1042";"INNOV";1;5;0;8;117
"1043";"ISENGRAIN";1;4;10;8;121
"1044";"KALANGO";1;6;10;8;126
"1045";"LASER";1;4;20;8;132
"1046";"MH_09.17";1;3;0;8;141
"1047";"MUSIK";1;4;0;8;144
"1048";"ASCOTT";1;4;0;8;32
"1049";"PALEDOR";1;4;0;8;157
"1050";"RUBISKO";1;4;0;8;181
"1051";"SAINT_EX";1;5;0;8;183
"1052";"SCENARIO";1;5;0;8;186
"1053";"SOISSONS";1;5;10;8;194
"1054";"SOLEHIO";1;6;0;8;197
"1055";"SY_ALTEO";1;5;10;8;205
"1056";"TREMIE";1;5;0;8;214
"1057";"TULIP";1;5;0;8;215
"1058";"USKI";1;5;10;8;216
"1059";"VALODOR";1;5;0;8;217
"1060";"ACCOR";1;6;10;8;1
"1061";"ACCROC";1;6;10;8;2
"1062";"ACIENDA";1;5;0;8;3
"1063";"ADHOC";1;6;0;8;6
"1064";"ALTRIA";1;6;0;8;17
"1065";"ANDALOU";1;6;0;8;22
"1066";"AUTAN";1;5;10;8;37
"1067";"AZIMUT";1;6;0;8;39
"1068";"BOLOGNA";1;6;10;8;51
"1069";"CCB_INGENIO";1;6;10;8;58
"1070";"CEZANNE";1;5;10;8;62
"1071";"COURTOT";1;5;50;8;70
"1072";"EUREKA";1;6;30;8;81
"1073";"EXOTIC";1;6;0;8;83
"1074";"GALOPAIN";1;6;0;8;97
"1075";"GARCIA";1;6;0;8;101
"1076";"JAGUAR";1;6;0;8;123
"1077";"MIROIR";1;6;10;8;142
"1078";"ARTDECO";1;6;0;8;31
"1079";"PR22R58";1;6;10;8;167
"1080";"PRIMO";1;6;10;8;170
"1081";"QUALITY";1;6;40;8;171
"1082";"RIMBAUD";1;6;0;8;176
"1083";"ROYSSAC";1;5;0;8;180
"1084";"SIRTAKI";1;5;0;8;191
"1085";"SOBBEL";1;6;0;8;192
"1086";"SOLEDAD";1;6;10;8;196
"1087";"SOLLARIO";1;5;10;8;198
"1088";"BOKARO";1;6;0;8;50
"1089";"ESPERIA";1;6;40;8;79
"1090";"BASMATI";1;4;0;8;43
"1091";"NOGAL";1;6;10;8;146
"1092";"RECITAL";1;6;0;8;174
"1093";"FADELA";1;6;60;8;85
"1094";"ICARDA_1";1;6;70;8;110
"1095";"ICARDA_2";1;6;10;8;111
"1096";"ICARDA_3";1;6;0;8;112
"1097";"ICARDA_4";1;6;0;8;113
"1098";"ICARDA_5";1;6;40;8;114
"1099";"ICARDA_6";1;6;20;8;115
"1100";"AVENUE";1;6;0;8;38
"1101";"APACHE";1;1;20;11;24
"1102";"ALTIGO";1;1;10;11;16
"1103";"BERMUDE";1;1;20;11;46
"1104";"PREMIO";1;1;10;11;168
"1105";"EINSTEIN";1;2;0;11;75
"1106";"CENTENAIRE";1;1;0;11;61
"1107";"KWS_PODIUM";1;2;0;11;131
"1108";"AMBITION";1;1;10;11;20
"1109";"CORVUS";1;1;0;11;69
"1110";"HEREWARD";1;1;0;11;108
"1111";"LEAR";1;1;0;11;134
"1112";"OAKLEY";1;1;0;11;148
"1113";"ALCHEMY";1;1;0;11;9
"1114";"AMUNDSEN";1;1;0;11;21
"1115";"CLAIRE";1;1;0;11;66
"1116";"ESKET";1;1;0;11;78
"1117";"GALVANO";1;2;0;11;99
"1118";"GARANTUS";1;1;10;11;100
"1119";"HAUSSMANN";1;1;10;11;106
"1120";"ISTABRAQ";1;1;0;11;122
"1121";"JB_DIEGO";1;1;10;11;124
"1122";"LIMES";1;1;20;11;135
"1123";"MANAGER";1;1;10;11;137
"1124";"OXEBO";1;1;10;11;154
"1125";"PAJERO";1;2;20;11;155
"1126";"SY_TOLBIAC";1;2;10;11;209
"1127";"PIERROT";1;1;10;11;163
"1128";"PR22R20";1;1;10;11;166
"1129";"RAZZANO";1;1;0;11;173
"1130";"ROBIGUS";1;1;0;11;177
"1131";"ROSARIO";1;1;10;11;179
"1132";"SAMURAI";1;1;10;11;184
"1133";"FAIRPLAY";1;1;0;11;86
"1134";"SELEKT";1;1;0;11;189
"1135";"SEYRAC";1;1;10;11;190
"1136";"SOPHYTRA";1;1;10;11;200
"1137";"TIMING";1;1;10;11;211
"1138";"VISCOUNT";1;1;0;11;218
"1139";"WARRIOR";1;1;10;11;219
"1140";"XI19";1;1;0;11;220
"1141";"ALCAZAR";1;2;10;11;8
"1142";"ANTONIUS";1;2;30;11;23
"1143";"RONSARD";1;3;0;11;178
"1144";"EPHOROS";1;1;20;11;76
"1145";"EXPERT";1;2;0;11;84
"1146";"FLAUBERT";1;2;10;11;90
"1147";"GALLANT";1;3;10;11;96
"1148";"GLADIATOR";1;2;0;11;102
"1149";"GLASGOW";1;2;0;11;103
"1150";"IRIDIUM";1;3;0;11;120
"1151";"KALAHARI";1;2;0;11;125
"1152";"KALYSTAR";1;2;20;11;127
"1153";"KOMETUS";1;1;10;11;129
"1154";"KORELI";1;2;0;11;130
"1155";"MARKSMAN";1;2;10;11;139
"1156";"PARADOR";1;1;0;11;159
"1157";"PEPIDOR";1;2;20;11;160
"1158";"PERFECTOR";1;2;10;11;161
"1159";"PIRENEO";1;2;40;11;164
"1160";"BERGAMO";1;2;10;11;45
"1161";"RACINE";1;1;10;11;172
"1162";"SANKARA";1;3;0;11;185
"1163";"SCOR";1;2;10;11;187
"1164";"SOGOOD";1;2;0;11;193
"1165";"SPONSOR";1;2;10;11;202
"1166";"SY_EPSON";1;1;10;11;206
"1167";"TRAPEZ";1;2;10;11;213
"1168";"ALIZEO";1;2;0;11;13
"1169";"ALLEZ_Y";1;3;20;11;14
"1170";"ARISTOTE";1;3;20;11;28
"1171";"ATTITUDE";1;2;20;11;34
"1172";"ATTLASS";1;3;10;11;35
"1173";"AZZERTI";1;2;20;11;40
"1174";"BAROK";1;4;10;11;42
"1175";"BOISSEAU";1;3;10;11;49
"1176";"BOREGAR";1;3;10;11;52
"1177";"CAMP_REMY";1;2;20;11;54
"1178";"CH_NARA";1;3;20;11;63
"1179";"CHARGER";1;2;0;11;64
"1180";"CHEVALIER";1;2;0;11;65
"1181";"CORDIALE";1;3;10;11;68
"1182";"CROUSTY";1;3;20;11;72
"1183";"DIALOG";1;3;20;11;73
"1184";"DINOSOR";1;3;10;11;74
"1185";"FOLKLOR";1;3;10;11;92
"1186";"INSTINCT";1;4;0;11;118
"1187";"INTERET";1;2;10;11;119
"1188";"MARCELIN";1;3;10;11;138
"1189";"NIRVANA";1;3;20;11;145
"1190";"ORCAS";1;2;10;11;151
"1191";"PAPAGENO";1;2;20;11;158
"1192";"PHARE";1;2;30;11;162
"1193";"PLAYER";1;3;20;11;165
"1194";"RENAN";1;3;40;11;175
"1195";"SEBASTO";1;3;10;11;188
"1196";"SOLUTION";1;2;20;11;199
"1197";"TAPIDOR";1;3;0;11;210
"1198";"TOISONDOR";1;2;10;11;212
"1199";"ODYSSEE";1;3;10;11;149
"1200";"ALDRIC";1;4;30;11;10
"1201";"ALIXAN";1;5;20;11;12
"1202";"AMBELLO";1;4;20;11;19
"1203";"BAGOU";1;4;10;11;41
"1204";"BIANCOR";1;4;20;11;47
"1205";"CAMPERO";1;3;10;11;55
"1206";"CAPHORN";1;3;0;11;56
"1207";"CATALAN";1;5;10;11;57
"1208";"COMPIL";1;4;10;11;67
"1209";"FLUOR";1;3;0;11;91
"1210";"FORBLANC";1;4;10;11;93
"1211";"FRELON";1;3;0;11;94
"1212";"GALACTIC";1;4;10;11;95
"1213";"HEKTO";1;4;0;11;107
"1214";"KARILLON";1;2;0;11;128
"1215";"LORD";1;3;0;11;136
"1216";"LAURIER";1;3;0;11;133
"1217";"MERCATO";1;4;10;11;140
"1218";"NUCLEO";1;4;0;11;147
"1219";"ORATORIO";1;4;20;11;150
"1220";"ORVANTIS";1;3;10;11;153
"1221";"PAKITO";1;3;30;11;156
"1222";"PREVERT";1;3;0;11;169
"1223";"BLINI";1;4;60;11;48
"1224";"RUSTIC";1;4;10;11;182
"1225";"MOSKITO";1;4;30;11;143
"1226";"SOKAL";1;3;20;11;195
"1227";"SORRIAL";1;3;10;11;201
"1228";"SWEET";1;3;20;11;203
"1229";"SWINGGY";1;4;10;11;204
"1230";"SY_MATTIS";1;4;10;11;207
"1231";"FIGARO";1;3;20;11;88
"1232";"ACOUSTIC";1;5;10;11;4
"1233";"ADAGIO";1;5;20;11;5
"1234";"AEROBIC";1;5;0;11;7
"1235";"ALIGATOR";1;4;10;11;11
"1236";"ALTAMIRA";1;6;20;11;15
"1237";"AMADOR";1;4;10;11;18
"1238";"APRILIO";1;5;10;11;25
"1239";"ARAMIS";1;5;0;11;26
"1240";"AREZZO";1;5;10;11;27
"1241";"ARKEOS";1;4;20;11;29
"1242";"ARLEQUIN";1;4;10;11;30
"1243";"ATHLON";1;5;10;11;33
"1244";"AUBUSSON";1;5;20;11;36
"1245";"BASTIDE";1;4;10;11;44
"1246";"BUENNO";1;5;0;11;53
"1247";"SY_MOISSON";1;4;0;11;208
"1248";"CELESTIN";1;5;10;11;59
"1249";"CROISADE";1;5;10;11;71
"1250";"EPIDOC";1;5;20;11;77
"1251";"EUCLIDE";1;4;10;11;80
"1252";"EXELCIOR";1;5;0;11;82
"1253";"FARINELLI";1;5;20;11;87
"1254";"OREGRAIN";1;5;20;11;152
"1255";"CELLULE";1;4;20;11;60
"1256";"FLAMENKO";1;4;20;11;89
"1257";"GALPINO";1;4;20;11;98
"1258";"GONCOURT";1;5;10;11;104
"1259";"GRAINDOR";1;5;20;11;105
"1260";"HISSEO";1;5;10;11;109
"1261";"ILLICO";1;4;30;11;116
"1262";"INNOV";1;5;10;11;117
"1263";"ISENGRAIN";1;4;20;11;121
"1264";"KALANGO";1;6;20;11;126
"1265";"LASER";1;4;20;11;132
"1266";"MH_09.17";1;3;10;11;141
"1267";"MUSIK";1;4;20;11;144
"1268";"ASCOTT";1;4;10;11;32
"1269";"PALEDOR";1;4;10;11;157
"1270";"RUBISKO";1;4;10;11;181
"1271";"SAINT_EX";1;5;0;11;183
"1272";"SCENARIO";1;5;10;11;186
"1273";"SOISSONS";1;5;20;11;194
"1274";"SOLEHIO";1;6;10;11;197
"1275";"SY_ALTEO";1;5;30;11;205
"1276";"TREMIE";1;5;20;11;214
"1277";"TULIP";1;5;0;11;215
"1278";"USKI";1;5;30;11;216
"1279";"VALODOR";1;5;10;11;217
"1280";"ACCOR";1;6;30;11;1
"1281";"ACCROC";1;6;20;11;2
"1282";"ACIENDA";1;5;10;11;3
"1283";"ADHOC";1;6;10;11;6
"1284";"ALTRIA";1;6;10;11;17
"1285";"ANDALOU";1;6;10;11;22
"1286";"AUTAN";1;5;10;11;37
"1287";"AZIMUT";1;6;0;11;39
"1288";"BOLOGNA";1;6;30;11;51
"1289";"CCB_INGENIO";1;6;30;11;58
"1290";"CEZANNE";1;5;40;11;62
"1291";"COURTOT";1;5;70;11;70
"1292";"EUREKA";1;6;30;11;81
"1293";"EXOTIC";1;6;20;11;83
"1294";"GALOPAIN";1;6;20;11;97
"1295";"GARCIA";1;6;20;11;101
"1296";"JAGUAR";1;6;10;11;123
"1297";"MIROIR";1;6;20;11;142
"1298";"ARTDECO";1;6;10;11;31
"1299";"PR22R58";1;6;20;11;167
"1300";"PRIMO";1;6;30;11;170
"1301";"QUALITY";1;6;60;11;171
"1302";"RIMBAUD";1;6;10;11;176
"1303";"ROYSSAC";1;5;10;11;180
"1304";"SIRTAKI";1;5;20;11;191
"1305";"SOBBEL";1;6;0;11;192
"1306";"SOLEDAD";1;6;30;11;196
"1307";"SOLLARIO";1;5;20;11;198
"1308";"BOKARO";1;6;20;11;50
"1309";"ESPERIA";1;6;60;11;79
"1310";"BASMATI";1;4;0;11;43
"1311";"NOGAL";1;6;40;11;146
"1312";"RECITAL";1;6;10;11;174
"1313";"FADELA";1;6;70;11;85
"1314";"ICARDA_1";1;6;70;11;110
"1315";"ICARDA_2";1;6;30;11;111
"1316";"ICARDA_3";1;6;20;11;112
"1317";"ICARDA_4";1;6;20;11;113
"1318";"ICARDA_5";1;6;50;11;114
"1319";"ICARDA_6";1;6;50;11;115
